"Tare or  tare weight";"Tara sau tara de greutate. Este practic greutatea ambalajului, fiin diferența dintre greutatea brută a coletului și greutatea conținutului coletului. În cazul containerelor de navigație, tara reprezintă greutatea containerului fără marfă în el."
"Tariff ";"Tarif. Tabel/listă de prețuri pentru navlurile aplicate de către o linie de navigație sau de către o conferință de linie pentru diversele sorturi de marfă transportată."
"Tariff currency";"Valuta tarifară. Valuta (moneda) unei țări anume pe care se bazează navlurile cotate în tarifele liniei de navigație sau ale conferinței de linie. În general, navlul plătibil de către un expeditor se convertește de către linia de navigație în moneda țării de unde se face expedierea, la cusrul de schimb al zilei când se efectuează expedierea efectiv. Cea mai utilizată monedă pentru tarife este dolarul american. La această oră moneda europeană încă nu are suficientă popularitate d.p.d.v. comercial "
"Tarpaulin";"1.Prelată. Pânză impermeabilă (poate fi un doc cauciucat sau acoperit pe o parte cu un strat de plastic) folosită pentru protejarea diverselor obiecte de ploaie, ninsoare, apă de mare etc. Prelatele sunt folosite într-o mulțime de situații cum ar fi de exemplu pentru protejarea bunurilor încărcate într-un camion sau a bunurilor depozitate în aer liber. Prelatele pot acoperi containerele deschise  sau vinciurile unei nave sau la unele nave (mai vechi) pot acoperi chiar gurile de magazie ș.a.m.d. "
;"2.Denumire folosită în trecut pentru marinar (seaman)"
;"3.Denumire folosită în trecut pentru pălăria impermeabilă folosită pe timp de ploaie de către marinari."
"T.b.a.";"To be advised. (informația) Urmează să fie adusă la cunoștință. Expresie comercială folosită atunci când la moment informația nu este disponibilă. Se poate traduce liber și ca “veți fi ținuți la curent”. "
"T.b.n.";"To be nominated. Urmează să fie nominalizat(ă). Termenul se poate folosi de exemplu în cadrul unui contract de transport atunci când nu se cunoaște încă portul de încărcare."
"T.d.w.";"Tons dead-weight sau  total dead-weight. Tons dead-weight reprezintă măsura greutății transportate de către o navă în vreme ce total dead-weight reprezintă greutatea maximă a mărfii ce poate fi transportată de către o navă."
"Telegraphic transfer";"Transfer telegrafic. Trasnsfer de bani telegrafic sau prin telex de la o bancă dintr-o țară la o bancă din altă țară. Se abreviază ca t.t."
"Telescopic spreader";"Expansor telescopic. Dispozitiv fabricat de obicei din oțel, atașat la o macara pentru manipularea containerelor de navigație. Poate fi sub forma unei grinzi cu extensii la capete, extensii care se potrivesc exact în găurile de prindere ale unui container prin intermediul pieselor de colț Mai poate fi și sub formă de cadru. Varianta telescopică permite ajustarea deschiderii atât manual cât și hidraulic, ajustarea făcându-se pentru a se putea manipula atât containere de 20 picioare cât și cele de 40 picioare."
;
;
;
;
;
;
;
"Temperature recorder";"Înregistrator de temperatură. Dispozitiv care măsoară și înregistrează temperatura pe o anumită perioadă de timp, în interiorul unui container de navigație. Un astfel de disppozitiv este de regulă cuplat cu un higrometru ți se folosește în magaziile navei pentru a înregistra atât  temperatura cât și umiditatea."
"Tender";"(navă) moale, instabilă. Termen folosit pentru a descrie o navă cu înălțime metacentrică mică, situație în care nava are un ruliu încet, cu perioadă mare, datorită brațului stabilității dinamice mic revenirea la poziția de echilibru se face greu, putând să rămână un timp canarisită într-o parte sub acțiunea unor forțe exterioare. Această situație poate să apară atunci când o marfă cu densitate mare este stivuită prea sus în magaziile navei."
"Tender notice of readiness (to)";"A înainta notificare că nava este gata (de operare). A aduce (de regulă în scris, prin telex, fax, email sau chiar prin radiotelefon) la cunoștința părților implicate că nava a sosit și este gata/aptă din toate punctele de vedere să înceapă încărcarea sau descărcare. Unele contracte de navlosire prevăd ca înaintarea notificării să se facă doar într-un anumit interval de timp (de exemplu în timpul orelor de birou – office hours, aceasta însemnând de la 09.00 la 17.00) sau numai după ce nava a fost acostată. Atunci când nu există nicio astfel de prevedere, este larg acceptat ca notificarea să se facă atunci când nava ajunge la stația de pilot sau când a ancorat. Vezi și “notice of readiness” mai sus."
"Tensioner";"Tensionator/întinzător. Dispozitiv folosit pentru strângerea (aplicarea de tensiune) unor sârme sau socare, de exemplu niște bunuri sunt strânse la un loc prin intermediul unei sârme. Montând la capetele sârmei un astfel de întinzător și strângându-l, bunurile vor fi legate strâns și vor putea fi manipulate ca o singură unitate. Tensionatoarele pot fi manuale sau acționate pneumatic. "
;
;
;
;
;
"Terminal chassis";"Șasiu de terminal. Trailer folosit doar în cadrul unui terminal (portuar) pentru a transporta încărcături între depozit și navă și invers. În acest scop trailerul este atașat unui cap tractor."
"Terminal handling charges";"Taxe/costuri de manipulare în terminal. Costurile plătibile unei linii de navigație fie pentru primirea unui container încărcat la terminalul containier, depozitarea acestuia și apoi livrarea lui la navă în portul de încărcare, fie pentru primirea de la navă a unui container încărcat la portul de descărcare, depozitarea acestuia iar ulterior livrarea lui către primitor. Termenul se abreviază ca t.h.c.  "
"T.e.u.";"Twenty foot equivalent unit. Unitate de măsură echivalentă cu un container de navigație de 20 picioare. Vezi definiția mai jos."
;
"T.f.";"Tropical fresh. Apă dulce la tropice. Termenul se referă la zona de navigație tropicală în locurile cu apă dulce, așa după cum este definită în Convenția Internațională asupra Liniilor de Încărcare 1966."
"Threefold purchase";"Palanc triplu. Dispozitiv folosit la armarea unei bigi, format din două macarale triple prin care trece o parâmă numită curent, având unul din capete liber (capăt numit “trăgător”) iar celălalt fixat la o macara (capăt fix saiu stătător).  Servește la ridicarea de greutăți. Câștigul de foță de ridicare (având în vedere tripla trecere a parâmei prin două macarale) este de aproximativ 6 ori forța aplicată."
"Through bill of lading";"Conosament direct (în continuare). Conosament emis de către o linie de navigație pentru un voiaj ce necesită continuarea transportului de la locul de unde este marfa descărcată până la destinația din interiorul țării, implicând în acest sens cel puțin o transbordare (transferul mărfii). În conformitate cu acest tip particular de contract, emițătorul conosamentului poate fi responsabil pentru marfă pe toată durata voyajului sau doar pentru un segment al acestui voiaj, acționând ca agent pentru transportul în continuare. Termenul este adesea folosit în varianta simplificată “through bill”."
;
;
;
;
;
;
;
"Through rate";"Rată a navlului care include voiajul maritim, transbordarea mărfii și transportul în continuare cu alte mijloace până la destinația finală în interiorul țării (inland)"
"Thrower";"Aruncător/împrăștietor. Mașinărie folosită la rujarea (în magaziile de marfă ale navei) mărfurilor uscate în vrac. Marfa în vrac este dirijată prin inntermediul unei cuve sub formă de pâlnie rectangulară către aruncător, care la randul său va dispersa marfa către extremitățile magaziei de marfă, asigurând astfel umplerea eficientă a magaziei și evitarea alunecării mărfii (cu consecințe negative asupra stabilității). Aruncătorul poate fi de tip “cu bandă rulantă scurtă” (banda rulantă fiind cu viteză mare, asigură “aruncarea” mărfii la distanță; în plus această bandă se poate roti 3600 în plan orizontal) sau poate fi de tip centrifugal. Aruncătoarele se folosesc pentru diverse mărfuri uscate în vrac cum ar fi zahărul sau minereurile."
"Tidal range";"Amplitudinea mareei. Diferența de nivel între apa înaltă și apa joasă."
"Tide tables";"Tablele de maree. Tabele ce conțin estimarea evoluției mareelor pentru un anumit port sau zonă geografică, oferind date despre înălțimea mareei și curenții de maree (direcția și viteza acestora) pentru fiecare oră zilnic, de regulă pentru o perioadă de un an calendaristic."
"Tier limit or  tier limitation";"Limita de stivă. Reprezintă numărul maxim de de nivele (rânduri) acceptat într-o stivă astfel ca ambalajele și mărfurile conținute de la nivelele inferioare să nu se avarieze datorită greutății. Mărfurile pot fi depozitate în diverse ambalaje (cutii de carton, de lemn, placaj, bidoane metalice etc). Pentru fiecare tip de ambalaj este determinat prin testare numărul maxim de nivele pe care îl suportă fără ca să sufere deformare prin compresie."
;
;
;
;
1838;
"Timber carrier";"Navă de transport cherestea. Tip de navă special proiectat și construit pentru transportul cherestelei. De obicei acest tip de navă este dotat cu cranice sau bigi iar gurile de magazie sunt de dimensiuni mari. Termenul mai este întâlnit (mai rar) sub forma “forrest products carrier” (navă de transport produse forestiere). "
"Timber deck cargo";"Cherestea transportată pe punte. Datorită factorului de stivuire mare, se obișnuiește ca transportul cherestelei să se facă și pe punte. Având în vedere înâlțimea la care se pot ridica stivele de cherestea, s-au impus reguli stricte în ceea ce privește compactarea și amararea cherestelei transportate pe punte."
"Timber dogs";"Gafe pentru cherestea. Dispozitiv format dintr-o pereche de cârlige legate între ele printr-un lanț, folosit pentru coțarea și ridicarea buștenilor (timber logs) de mari dimensiuni. Cârligele au capete ascuțite care în momantul în care se face ridicarea penetrează lemnul. Gafele pentru cherestea, la fel ca și alte dispozitive de ridicare, au o sarcină maximă admisibilă, iar aceasta nu va trebui depășită sub nicio formă."
"Timber freeboard";"Bordul liber pentru cherestea. Reprezintă distanța dintre linia punții în borduri și linia de plutire de plină încărcare pentru transportul cherestelei. Bordul liber (valoarea acestuia) este atribuit navei de către un departament guvernamental în funcție de legislația țării de pavilion sau poate fi atribuit de către societatea de clasificare, în cazul în care aceasta a fost autorizată de către departamentul guvernamental."
"Timber load line";"Linia de plutire pentru cherestea. Una din liniile marcate pe corpul navei în zona cuplului maestru, linie ce arată adâncimea până la care poate fi imersat corpul navei atunci când nava transportă cherestea. În urma regulilor stabilite de către Conferința asupra Linilor de Încărcare, funcție de zona în care se află, nava va trebui să respecte linia de încărcare pentru cherestea corespunzătoare zonei respective. Termennul mai este cunoscut și sub forma “lumber load line”"
;
;
;
;
;
;
"Time";"Timp. În context maritim comercial, “time” este folosit cu înțelesul de „laytime” (timpul/perioada de stalii). Vezi definiția de la „laytime”."
"Time bar";"Limită de timp. Data/termenul până la care trebuie pornită o acționare în instanță a unui cărăuș pentru orice pretenție/reclamație privitoare la transportul unei mărfi. Această perioadă de timp este agreeată prin contract și poate fi (și de regulă va fi) extinsă cu acordul ambelor părți, deoarece, în mod normal, timpul alocat contractual este cel mai ades insuficient pentru pregătirea temeinică a procesului. "
"Time charter";"1.Navlosirea (închirierea unei nave) pe perioadă de timp. În cadrul contractului de navlosire pe perioadă de timp, armatorul pune la dispoziția navlositorului nava complet armată, cu echipaj și echipamente, provizii, combustibili. Navlositorul va plăti o sumă de bani la intervale de timp regulate stabilite prin contract, sumă ce poartă numele de chirie (hire money). Pe perioada cât are nava în chirie și respectând prevederile contractuale, navlositorul va dispune ce, unde și câtă marfă va încărca nava și unde o va transporta. Pe toată durata contractului, navlositorul va răspunde de aprovizionarea navei cu combustibil, de plata taxelor portuare, de agenturare, de taxele de pilotaj și de taxele de manipulare a mărfii. Armatorul va răspunde de managementul tehnic, de “crewing” (asigurarea navei cu echipaj corespunzător)și de navigație. O navă astfel închiriată se spune că este “on time charter”."
;"2.Formă simplificată pentru “time charter-party” (contract de navlosire pe perioadă de timp). Vezi “time charter-party” mai jos."
"Time charter (to)";"A închiria o navă pe o perioadă de timp. Verbul se folosește identic atât pentru armator (cel care închiriază nava unui terț) cât și pentru navlositor (cel care ia nava în chirie)."
"Time charterer";"Navlositor pe perioadă de timp. Persoană sau companie care închiriază o navă (de fapt serviciile navei) pentru o perioadă de timp."
"Time charter-party";"Contract de navlosire pe perioadă de timp. Document ce conține termenii și condițiile contractuale agreate de către un armator și un navlositor având ca rezultat închirierea unei nave pe o anumită perioadă de timp."
"Time sheet";"Fișa timpului. Document ce conține istoricul escalei unei nave într-un port. Acest document este pregătit de către agentul navei și conține o evidență a tuturor datelor relevante (date/ore/evenimente) ale escalei, începând cu sosirea navei, înaintarea notificării de navă gata de operare (notice of readiness), începutul și sfârșitul operării, eventualele întreruperi etc și este necesar pentru calcularea staliilor și a contra-staliilor sau a dispașei, după cum este cazul. Fișa timpului este similară cu “statement of facts” (istoricul operațiunilor). "
;
;
;
;
;
;
;
"Time-barred";"Perioadă de timp expirată. Expresia este folosită pentru a descrie faptul că perioada de timp (stabilită prin contract) în care trebuia pornită o acționare în instanță a unui cărăuș pentru orice pretenție/reclamație privitoare la transportul unei mărfi, a expirat. În mod normal o reclamație făcută după expirarea termenului limită, nu mai poate avea succes."
"Time-charter";"Ortografiere alternativă pentru “time charter” (vezi mai sus)."
"Time-charterer";"Ortografiere alternativă pentru “time charterer” (vezi mai sus)."
"T.i.r.";"Transport international routier (din lb. Franceză). Transport internațional rutier."
"Time of origin";"Timpul de origine.  Conform  Codului Internațional de Semnale (International Code of Signals) reprezintă  timpul/momentul la care a fost ordonată transmiterea unui semnal"
;
;
"T.l.o.";"Total loss only. Numai (pentru) pierderea în întregime. "
"Tobacco terminal";"Terminal pentru tutun. Secșiune a unui port dedicată manipulării și depozitării tutunului. Tutunul este o marfă higroscopică, ce poate fi  afectat cu ușurință de umiditate, motiv pentru care spațiile de depozitare trebuie să fie prevăzute cu echipamente de deumidificare și o foarte bună ventilație. De asemenea lumina din spațiile de depozitare trebuie să fie neutră pentru a nu afecta culoarea tutunului întru-cât evaluarea primară a acestuia se face funcție de culoare. "
"Tolerated outsider";"Intrus tolerat. Companie sau linie de navigație care deși nu este membră a unei conferințe de linie are totuși o înțelegere (agreement) cu acea conferință de linie referitor la nivelul de servicii oferite și în mod special privitor la rata navlului oferită clienților cu contract de loialitate cu conferința de linie respectivă (acestor clienți trebuie să li se ofere rate preferențiale ale navlului). În baza înțelegerii, expeditorilor care lucrează în mod curent cu conferința de linie li se permite să expedieze marfă cu navele “intrusului tolerat” (în situația în care conferința de linie nu poate asigura transportul în acel moment) fără ca expeditorilor să le fie afectat statutul contractului de loialitate.  "
;
;
;
;
;
;
;
;
;
"Tomming or  tomming down";"Sprijinire, proptire. Fixarea mărfii în magazia unei nave cu ajutorul unor tacuri de lemn în scopul prevenirii deplasării acesteia pe durata voiajului. Procedeul se folosește la fixarea lăzilor, cratelor, balelor etc.  "
"Ton";"Tonă registru (volumetrică). Reprezintă un volum de 100 picioare cubice. “Ton” se poate folosi și ca unitate de măsură pentru greutate, caz în care reprezintă echivalentul a 2000 pounds (livre). A nu se confunda cu “tonne” care este tona metrică (echivalentul a 1000 kg)."
"Tongs";"Clește. În context maritim reprezintă un dispozitiv de ridicare și manipulare a diverselor greutăți. În momentul în care macaraua începe să ridice, fălcile cleștelui se strâng pe greutatea de ridicat. Un astfel de dispozitiv este folosit printre altele pentru separarea dintr-un mănunchi a unui buștean sau poate fi folosit pentru ridicarea și manipularea șinelor de cazlee ferată (în acest caz numindu-se “rail tongs”). "
"Tonnage";"1.Tonaj. Cantitate de marfă exprimată în tone volumetrice (tons) sau în tone metrice (tonnes)."
;"2.Tonaj. Capacitatea cubică (volumul destinat transportului de marfă) a unei nave."
;"3.Tonaj. Termenul se poate folosi și pentru a descrie capacitatea de transport a unei țări, a unei flote aparținând unui armator sau eventual capacitatea de transport disponibilă pe un anumit sort de marfă "
"Tonnage mark";"Marca de tonaj. Semn de formă triunghiulară cu vârful în jos dispus pe bordul unei nave tip shelter deck la cuplul maestru. Dacă nava este încărcată până la acest semn atunci se vor plăti taxele portuare ce corespund tonajului mai mare (capacitate de transport maximă, acesta fiind cazul cu shelter deck închis) în caz contrar plătindu-se  taxele corespunzătoare pentru shelter deck deschis (taxe evident mai mici)."
"Tonnage openning";"Deschidere (puț) de tonaj. Deschidere permanentă în puntea unei nave tip shelter deck. Această deschidere (volum) este astfel proiectată încât să nu trebuiască a fi inclusă în tonajul de registru. Vezi de asemeni “shelter-deck ship” mai sus.  "
"Tonne";"Tonă metrică. Unitate de măsură pentru greutate, echivalentul a 1000 kg."
"Tonner";"De un anumit număr de tone deadweight. Termenul este folosit pentru descrierea unei nave. Astfel “a 2000 tonner” înseamnă o navă de 2000 de tone deadweight."
"Tonnes per centimetre";"Tone (metrice) pe centimetru. Reprezintă cantitatea de marfă necesară la un moment oarecare pentru a afunda corpul unei nave cu 1 centimetru. Se abreviază ca t.p.c., are valori diferite funcție de pescaj și se poate afla din scala de deplasament sau din manualul de stabilitate al navei. Alternativ, la unele nave se folosește sistemul Englezesc, caz în care se numește t.p.i (tons per inch) și reprezintă greutatea necesară la un moment oarecare pentru a afunda corpul navei cu un inch (1 inch = 2,54 cm) "
"Tonnes per day";"Tone (metrice) pe zi. Teremen folosit pentru descrierea cantității descărcate sau încărcate într-o zi. Se folosește în multe contracte de navlosire pentru a defini perioada de stalii. Se abreviază ca t.p.d."
"Tons per inch";"Tone (lungi) pe inch. Reprezintă cantitatea de marfă necesară la un moment oarecare pentru a afunda corpul unei nave cu 1 inch. Se abreviază ca t.p.i."
"Top off (to)";"A umple în final nava cu marfă până la atingerea capacității navei sau până la atingerea cantității maxime de marfă ce trebuie încărcată. În general situația se întâlnește la o navă care a încărcat într-un loc cu restricție de pescaj iar apoi a fost mutată în altă dană (sau alt port chiar) pentru a încărca restul de marfă. La navele tanc reprezintă operațiunea de a completa încărcătura la final în tancurile de marfă până la capacitatea volumetrică (98% din volumul total) sau până la terminarea încărcării cantității angajate, operațiune ce se execută de regulă cu un debit mai scăzut decât la încărcarea în vrac pentru a avea un mai bun control asupra operațiunii și pentru a se evita posibilitatea unei supra-umpleri și/sau a unei deversări. Operațiunea în sine se numește “topping”"
;
;
;
;
;
;
;
;
;
;
"Top side rail";"Ramă superioară. Profil metalic (sub formă de cornier), dispus de jur împrejurul feței superioare a containerului și formând un cadru întărit, având rolul de a asigura rezistența structurală."
"Top stow cargo";"Marfă stivuită deasupra. "
;"1.Bunuri care sunt încărcate și stivuite la final, deasupra celorlalte mărfuri, datorită densității relativ scăzute și a probabilității ca să fie avariate în caz că deasupra lor s-ar dispune altă marfă. "
;"2.Bunurile stivuite la partea superioară a magaziei deoarece urmează să fie descărcate la primul port se numesc tot “top stow cargo”."
"Toplift or  toplift attachment";"Cadru de ridicare. Cadru atașat la furca unui autostiovuitor în scopul “prinderii”, ridicării și manipulării containerelor de navigație. Acest cadru se poziționează la partea superioară a containerului, se prinde prin intermediul unor came introduse în pesele de colț prin răsucire după care, fiind deja rigidizat cu cadrul, poate fi manipulat după dorință. "
"Topside tank";"Tank superior lateral. Tancuri situate în pereche în borduri la partea superioară, având o secțiune transversală aproximativ triunghiulară, putând fi folosite atât ca tancuri de balast cât și pentru marfă sau ca tancuri de alimentare (bleeding tanks) în cazul transportului marfurilor cu factor de alunecare mare, cum ar fi grânele, având rolul unor puțuri de alimentare(feedere). Vezi și “bleeding tanks”."
"T.p.c.";"Tonnes per centimetre. Tone (metrice) pe centimetru. Vezi definiția mai sus."
"T.p.d.";"Tonnes per day. Tone (metrice) pe zi."
"T.p.i.";"Tons per inch. Tone (lungi) pe inch."
"Tracer";"Urmăritor. În unele cazuri o marfă este descărcată din greșeală în alt port decât cel intenționat. Într-un astfel de caz, agentul din portul în care ar fi trebuit să fie descărcată marfa (dar nu a fost, din lipsă) va trimite un mesaj interogativ către agenții din porturile de descărcare precedenta pentru a depista locul unde a fost descărcată din greșeală marfa. Acest mesaj se numește “tracer”. Acest tip de mesaj poate fi trimis și către portul (porturile) de încărcare pentru a verifica dacă o marfă a fost încărcată efectiv sau nu."
;
;
;
;
;
;
;
"Tractor";"Cap tractor (cap de tracțiune). Vehicul autopropulsat folosit pentru remorcarea trailerelor. În porturi poate fi folosit pentru remorcarea trailerelor ce se încarcă sau descarcă pe o navă tip Ro-Ro."
"Trading limits";"Limite de comerț. Limitări geografice menționate în contractul de transport și peste care nu îi este permis navlositorului să ordone navei să meargă."
;
;
"Trailer";"Trailer. Vehicul, de regulă sub forma uneio platforme pe roți, fără tracțiune proprie, folosit pentru transportul diverselor mărfuri. Pentru a putea fi deplasat, trailerul este remorcat de către un cap tractor."
"Trailer deck";"Punte pentru trailere. Punte, la o navele Ro-Ro, dedicată transportului trailerelor rutiere. Se deosebește de o punte normală pentru mașini prin deschiderea pe înălțime mai mare."
"Train ferry";"Feribot pentru trenuri. Tip de navă destinată transportului de vagoane de cale ferată. Vagoanele de cale ferată pot fi atât vagoane de marfă cât și vagoane de pasageri. Evident punțile destinate transportului de vagoane sunt dotate cu șine de cale ferată dispuse în diverse configurații pentru a optimiza cantitatea de vagoane transportată. Există feriboturi destinate exclusiv transportului de vagoane de cale ferată (pure train ferries) dar există și feriboturi combinate ce transportă atât vagoane cât și vehicule. Aceste nave sunt cunoscute ca “vehicle/train ferries” sau alternativ “train/vehicle ferries”. De exemplu un feribot combinat poate avea o linie de cale ferată situată"
"Tramp or  tramp ship";"Hoinar sau  navă hoinar. Navă ce nu are o rută fixă, putând să transporte marfă din orice port în orice port în baza unui contract de navlosire pe voiaj. O astfel de navă este practic opusul unei nave de linie sau a unei nave aflate într-un contract de navlosire pe perioaqdă de timp."
"Transfer charges";"Costuri de transfer. Taxe percepute de către o companie de linie pentru închirierea echipamentelor sale (cum ar fi containere de navigație, trailere etc) către un expeditor sau un primitor care se ocupă el însuși de transferul mărfurilor sale către interior (inland)."
"Tranship (to)";"A transborda. A transfera mărfuri de la o navă la alta. Vezi de asemeni “transhipment” mai jos."
"Transhipment";"Transbordare. Transfer al unor mărfuri de la o navă la alta. Transbordarea poate fi directă, de la nav ă la navă sau poate fi indirectă, aceasta presupunând descărcarea pe cheu iar apoi încăr-carea mărfii descărcate de prima navă în altă navă. Ca alternative ortografice se pot întâlni “transshipment” și “trans-shipment”."
"Transit cargo";"Marfă în tranzit. Marfă descărcată de la o navă într-o țară (sau într-un port) dar care are ca destinație finală altă țară (sau alt port din aceeași țară)."
"Transit loss";"Pierdere pe timpul tranzitului. Termen folosit pentru a descrie pierderea de marfă, la tancurile petroliere, pe durata transportului până la portul de descărcare. Pierderea aceasta este datorată volatilității mărfii, factorii ce accentuează această pierdere fiind temperatura crescută a apei/aerului, ruliul și tangajul. Limita general acceptată este de 0,25% din totalul mărfii încărcate (cantitatea brută) așa dupa cum este înregistrată în conosament."
"Transit time";"Timpul de tranzitare. Perioada de timp necesară pentru ca o marfă să fie transportată dintr-un loc într-altul."
"Translifter";"Tip de (cap) tractor folosit pentru remorcarea trailerelor sau a casetelor. În cazul casetelor, translifter-ul se poate ridica și poate asigura boghiuri și roți pentru ambele capete ale casetelor. De asemeni poate deservi și trailere care au roți doar la partea din spate."
"Transmitting station";"Statie transmițătoare.  Conform  Codului Internațional de Semnale (International Code of Signals) reprezintă stația prin care este transmis un semnal."
"Transporter crane";"Macara pentru containere. Acestea sunt așa-numitele “poduri”. Ele ridică un container, îl deplasează transversal până în poziție iar apoi îl coboară și îl decuplează (descarcă). Acest tip de macara se poate deplasa de-a lungul cheiului pe niște șine. Între picioarele podului pot veni camioane care să încarce direct containerul descărcat."
;
;
;
1893;
"Transship or trans-ship (to)";"A transborda. Forme ortografice alternative pentru “tranship (to)”. Vezi definiția mai sus."
"Transshipment or  trans-shipment";"Tranbordare. Alternative ortografice pentru “transhipment”. Vezi definiția mai sus."
"Transverse bulkhead";"Perete transversal. Separație verticală între diferite secțiuni ale unei nave. De exemplu pereții dintre magaziile de marfă ale navei sunt pereți verticali. De regulă au o structură gofrată pentru a asigura un plus de rezistență dar se pot întâlni și pereti verticali întăriți cu structură de rezitență."
"Transverse inclinations";"Înclinări transversale (ale navei). O navă este înclinată transversal atunci când între pescajele citite în borduri există o diferență. În limba Engleza o astfel de înclinare se numește “heel” sau “list” sau “loll”, funcție de factorul care a generat înclinarea. Astfel:"
;"1.”Loll” se referă la înclinarea tranversală datorată unei stabilități inițiale negative a navei."
;"2.”List” este folosit pentru a desemna înclinarea transversală datorată distribuției asimetrice a unor greutăți de la bord."
;"3.”Heel” este asociat cu înclinările transversale datorate aplicării forțelor externe."
;"Este de mentionat faptul ca in practică “heel” și “list” se folosesc fără discriminare, după bunul plac al celui care le folosește."
"Tray";"Tavă, taler, platformă. În activitatea portuară, “tray” se folosește pentru a desemna o platformă de lemn utilizată pentru transportul lăzilor și cutiilor de carton ce conțin de regulă fructe, după ce acestea au fost descărcate din navă. "
"Treble purchase";"Palanc triplu. Metodă de armare a unei bigi folosind două macarale triple, cea inferioară având și cărligul de ridicare. Parâma de tragere (trăgătorul) este deci “în șase” (având în vedere că trece prin fiecare macara de câte trei ori. Câștigul de forță (cunoscut sub numele de “purchase”) în acest caz este de aproximativ 6 ori (câștigul de forță este aproximativ egal cu numărul de treceri al parâmei trăgătoare prin cele două macarale ceea ce înseamnă că dacă va trebui să ridicăm o greutate de 120 kg va trebui să aplicăm o forță de aproximativ 20 kgf). La folosirea unui palanc triplu (sau dublu) trebuie ținut cont să nu se depășească sarcina maximă a bigii. Termenul mai este cunoscut și sub denumirea de “threefold purchase”. "
"Trim";"Asietă. Reprezintă diferența dintre valoarea pescajului prova și a pescajului pupa. Asieta este pozitivă atunci când pescajul prova este mai mic decât pescajul pupa și negativă în caz contrar, nava fiind  în primul caz apupată iar în cel de-al doilea aprovată. La terminarea încărcării se preferă ca nava să fie pe chilă dreaptă (pescajul prova egal cu pescajul pupa) sau ușor apupată. După plecarea navei din port, dacă este posibil se va căuta obținerea unei apupări pentru a contracara efectul de “squat”. Reglarea asietei se face de obicei prin folosirea tancurilor de la extremitățile navei (peak tanks) respectiv picul prova și picul pupa (forepeak și afterpeak tanks). "
;
;
;
;
;
;
;
;
;
"Trim cargo (to)";"A ruja. A nivela marfa în vrac în interiorul unei magazii de marfă a navei, cu scopul de a contribui la stabilitatea navei pe durata voiajului. Rujarea se face în diferite moduri, depinzând de felul mărfii și de dotările aflate la îndemână. Astfel la cărbunele încărcat vrac cu ajutorul benzilor rulante și a unui jgheab de dispersare (spout)rujarea se face în același timp cu încărcarea efectivă, datorită mișcărilor de “du-te, vino” sau rotative al capului de împrăștiere, deci marfa va fi încărcată uniform, fiind practic nivelată permanent. Cerealele pot fi nivelate cu ajutorul unui buldozer. Rujarea se poate face și manual, necesitând însă mai mult timp. La cereale, după terminarea rujării, de regulă se așează peste marfa încărcată un rând de saci (numit “săcărie”) umpluți cu aceleași cereale pentru a preveni “alunecarea” mărfii și efectele ei negative asupra stabilității."
"Trim a ship (to)";"A ajusta asieta navei. Reglarea pescajelor prova și pupa astfel încât nava să poată pleca din port pe chilă dreaptă (even keel) adică având pescajul prova egal cu pescajul pupa. În mod normal planul de încărcare este  astfel conceput încât, dacă se respectă întocmai repartizarea mărfii în magaziile navei, la terminarea efectivă a încărcării nava va fi pe chilă dreaptă. Există însă situații când acest lucru nu este posibil (de exemplu un lot de marfă nu este complet disponibil) iar atunci ajustarea finală a pescajelor se face prin balastarea sau debalas-tarea adecvată din tancurile de balast situate la extremități."
"Trimmed by the head";"Navă aprovată. Navă al cărei pescaj prova este mai mare decât pescajul pupa. O astfel de navă este mai dificil de manevrat și în plus creează o senzație de disconfort echipajului. Termenul mai este cunoscut și ca “down by the head” "
"Trimmed by the stern";"Navă apupată. Navă al cărei pescaj pupa este mai mare decât pescajul prova. Este probabil situația cel mai frecvent întâlnită, cu efecte pozitive asupra manevrabilității navei și a ținutei de marș.Termenul mai este întâlnit și ca “down by the stern”. "
"Trip charter";"Închiriere pe voiaj. Este situația în care o bavă este navlosită pentru un voiaj anume și nu pentru o perioadă de timp. Termenul este mai folosit sub forma “voyage charter”."
;
1905;
"Tropical draught";"Pescajul pentru zona tropicală. Reprezintă adâncimea până la care poate fi imersat corpul navei conform liniei de încărcare pentru tropice. "
"Tropical freeboard";"Bordul liber pentru zona tropicală. Distanța măsurată pe verticală, la cuplul maestru, între linia punții continue și etanșe și linia de încărcare pentru tropice. Vezi de asemeni „freeboard” și „load line zone”. "
"Tropical fresh water load line";"Linia de încărcare pentru tropice la apă dulce. Linie marcată pe corpul navei la cuplul maestru în ambele borduri și care corespunde adâncimii maxime până la care poate fi imersat corpul navei atunci când nava se află în zonă tropicală în apă dulce. Această linie se marchează cu TF (de la “tropical fresh”). Vezi și “load line zone”."
"Tropical fresh water timber load line";"Linia de încărcare la tropice în apă dulce pentru cherestea. Linie ce este marcată pe corpul navei la cuplul maestru în ambele borduri și care corespunde adâncimii maxime până la care poate fi imersat corpul navei atunci când nava se află în zonă tropicală în apă dulce iar nava transportă cherestea sau bușteni. Această linie se marchează cu LTF ( de la “lumber tropical fresh).  Vezi și “load line zone”."
